,title,release_date,genre_ids,vote_average,vote_count,popularity,id
674,The Favourite,2018-11-23,"[18, 35, 53]",7.523,5102,25.463,375262
675,First Man,2018-10-12,"[36, 18]",7.047,5002,28.086,369972
676,The Equalizer 2,2018-07-20,"[28, 53, 80]",6.74,4961,71.224,345887
677,Skyscraper,2018-07-13,"[28, 53, 12]",6.315,4721,30.902,447200
678,The Mule,2018-12-14,"[80, 18]",6.836,4709,25.087,504172
679,Pacific Rim: Uprising,2018-03-23,"[28, 14, 878, 12]",6.129,4655,57.577,268896
680,Isle of Dogs,2018-03-23,"[12, 35, 16]",7.85,4604,25.179,399174
681,Halloween,2018-10-19,"[27, 53]",6.549,4472,36.179,424139
682,Mortal Engines,2018-12-14,"[12, 878]",6.19,4405,37.694,428078
683,The Predator,2018-09-14,"[878, 28, 12]",5.6,4380,55.219,346910
684,The Commuter,2018-01-12,"[28, 53, 9648]",6.356,4221,27.982,399035
685,Hotel Transylvania 3: Summer Vacation,2018-06-30,"[16, 35, 10751, 14]",6.881,4170,46.106,400155
686,Upgrade,2018-06-01,"[28, 53, 878]",7.488,4053,39.586,500664
687,A Simple Favor,2018-09-14,"[80, 53, 9648, 35]",6.637,3950,18.613,484247
688,Truth or Dare,2018-04-13,"[53, 27]",5.969,3827,29.591,460019
689,The First Purge,2018-07-04,"[27, 28, 53]",6.002,3821,40.8,442249
690,The Ballad of Buster Scruggs,2018-11-09,"[37, 35, 18]",7.142,3792,32.867,537996
691,Black Mirror: Bandersnatch,2018-12-28,"[878, 9648, 18, 53, 10770]",6.766,3734,22.391,569547
692,The Grinch,2018-11-09,"[16, 10751, 35, 14]",6.849,3701,61.853,360920
693,Searching,2018-08-24,"[53, 9648, 18]",7.592,3667,24.698,489999
694,Crazy Rich Asians,2018-08-15,"[35, 18, 10749]",7.074,3448,30.997,455207
695,Sierra Burgess Is a Loser,2018-09-07,"[35, 18, 10749]",6.313,3370,14.086,462919
696,Bad Times at the El Royale,2018-10-12,"[53, 18, 9648, 80]",6.834,3365,22.885,446021
697,Sicario: Day of the Soldado,2018-06-29,"[28, 80, 53]",6.9,3312,61.827,400535
698,Midnight Sun,2018-03-23,"[10749, 18]",7.794,3282,28.767,419478
699,Mamma Mia! Here We Go Again,2018-07-20,"[35, 10749]",7.126,3196,22.296,458423
700,Vice,2018-12-25,"[35, 18]",7.044,3175,21.145,429197
701,Mary Poppins Returns,2018-12-19,"[14, 10751, 35]",6.503,3175,21.143,400650
702,The Cloverfield Paradox,2018-02-04,"[27, 878, 28, 53]",5.598,3080,17.713,384521
703,Tag,2018-06-15,"[35, 28]",6.707,2941,22.221,455980
704,Robin Hood,2018-11-21,"[12, 28, 53]",5.894,2827,79.748,375588
705,12 Strong,2018-01-19,"[10752, 18, 28, 36]",6.287,2785,29.332,429351
706,Instant Family,2018-11-16,"[35, 18]",7.533,2773,27.847,491418
707,Insidious: The Last Key,2018-01-05,"[27, 9648, 53]",6.256,2759,51.188,406563
708,Den of Thieves,2018-01-19,"[28, 80, 53]",6.788,2694,52.4,449443
709,The Darkest Minds,2018-08-03,"[28, 12, 18]",7.037,2691,33.768,445651
710,Overlord,2018-11-09,"[27, 10752, 878]",6.702,2686,29.446,438799
711,Christopher Robin,2018-08-03,"[12, 35, 10751, 14]",7.318,2594,28.807,420814
712,Set It Up,2018-06-12,"[10749, 35]",6.954,2521,22.661,384677
713,Adrift,2018-06-01,"[53, 10749, 12]",6.8,2483,25.796,429300
714,Alpha,2018-08-17,"[12, 18]",6.498,2451,30.513,399360
715,Death Wish,2018-03-02,"[28, 80, 18, 53]",6.141,2420,39.351,395990
716,Mowgli: Legend of the Jungle,2018-11-29,"[12, 18]",6.5,2403,32.31,407436
717,Suspiria,2018-10-26,"[27, 9648, 18]",6.9,2355,18.714,361292
718,Beautiful Boy,2018-10-12,[18],7.557,2316,28.774,451915
719,When We First Met,2018-02-09,"[35, 10749, 14]",6.58,2221,14.948,433310
720,Widows,2018-11-16,"[80, 53]",6.5,2191,19.009,401469
721,Every Day,2018-02-23,"[10749, 14]",7.24,2147,20.54,465136
722,The Princess Switch,2018-11-16,"[10749, 35]",7.004,2139,20.173,556803
723,The Spy Who Dumped Me,2018-08-03,"[28, 35]",6.407,2124,21.415,454992
724,Mile 22,2018-08-17,"[28, 53]",6.217,2091,31.997,347375
725,The House with a Clock in Its Walls,2018-09-21,"[14, 10751, 35]",6.241,2053,22.707,463821
726,The Christmas Chronicles,2018-11-22,"[35, 12, 10751, 14]",7.158,2049,18.356,527435
727,The Nutcracker and the Four Realms,2018-11-02,"[14, 12, 10751]",6.1,2048,29.659,426543
728,The Hate U Give,2018-10-19,"[80, 18]",8.142,2035,19.641,470044
729,I Feel Pretty,2018-04-20,"[35, 10749]",6.394,1968,29.527,460668
730,Peppermint,2018-09-07,"[28, 53]",6.717,1939,24.338,458594
731,Blockers,2018-04-06,[35],6.309,1908,21.221,437557
732,Slender Man,2018-08-10,"[27, 9648, 53]",4.3,1902,25.223,439015
733,Terrifier,2018-01-25,"[27, 53]",6.488,1858,49.588,420634
734,How It Ends,2018-07-13,"[878, 53, 9648, 28, 12]",5.3,1825,21.038,475210
735,The Sisters Brothers,2018-09-21,"[18, 37]",6.817,1820,20.57,440161
736,Mandy,2018-09-13,"[14, 28, 27]",6.2,1770,25.085,460885
737,A Wrinkle in Time,2018-03-09,"[12, 878, 10751, 14]",5.1,1737,16.592,407451
738,Extinction,2018-07-27,"[28, 18, 878, 53]",6.021,1720,29.198,429415
739,Mary Queen of Scots,2018-12-07,"[18, 36]",6.577,1701,16.621,457136
740,Peter Rabbit,2018-02-09,"[16, 12, 10751]",6.7,1684,20.623,381719
741,Winchester,2018-02-02,"[27, 53]",5.903,1659,15.185,416234
742,Night School,2018-09-28,[35],6.161,1573,19.811,454293
743,The 15:17 to Paris,2018-02-09,"[18, 53]",5.424,1540,17.495,453201
744,Alex Strangelove,2018-04-16,"[35, 18]",6.579,1498,12.421,511785
745,mid90s,2018-10-19,"[18, 35]",7.493,1481,19.675,437586
746,Anon,2018-05-04,[878],5.947,1475,26.524,396806
747,Outlaw King,2018-11-09,"[28, 36, 10752]",6.833,1462,26.478,454227
748,Hotel Artemis,2018-06-08,"[53, 878, 28]",6.033,1453,16.282,406761
749,Smallfoot,2018-09-28,"[10751, 16, 12, 14]",6.783,1447,19.494,446894
750,Unfriended: Dark Web,2018-07-20,"[27, 53, 9648]",6.3,1444,22.253,505058
751,Sorry to Bother You,2018-07-06,"[14, 878, 35]",6.829,1442,17.437,424781
752,Unsane,2018-03-23,"[27, 53]",6.24,1439,21.413,467660
753,Eighth Grade,2018-07-13,"[35, 18]",7.176,1430,17.478,489925
754,Goosebumps 2: Haunted Halloween,2018-10-12,"[12, 35, 14, 10751, 27]",6.108,1412,28.186,442062
755,Cam,2018-11-16,"[9648, 53, 27]",5.9,1409,12.091,521935
756,At Eternity's Gate,2018-11-16,[18],6.926,1379,14.978,491472
757,Tully,2018-05-04,"[35, 18]",6.793,1357,14.687,400579
758,Escape Plan 2: Hades,2018-06-29,"[28, 53, 9648, 80, 12]",5.168,1354,32.731,440471
759,Dumplin',2018-12-07,"[35, 18, 10402]",6.799,1350,15.788,472734
760,Apostle,2018-09-21,"[27, 9648, 53, 18]",6.1,1343,10.543,424121
761,The Old Man & the Gun,2018-09-28,"[35, 80, 18]",6.423,1320,9.277,429203
762,Boy Erased,2018-11-02,[18],7.024,1316,15.463,472451
763,Overboard,2018-05-04,"[10749, 35]",6.637,1312,41.098,454619
764,The Open House,2018-01-19,"[27, 53]",3.701,1307,8.879,485774
765,Under the Silver Lake,2019-04-19,"[80, 18, 9648]",6.393,1275,22.774,396461
766,The Perfection,2018-09-20,"[27, 53, 18]",6.485,1270,15.942,529962
767,The Guernsey Literary & Potato Peel Pie Society,2018-08-10,"[10749, 18, 36]",7.444,1268,14.56,451480
768,The Girl in the Spider's Web,2018-11-09,"[28, 12, 80]",6.138,1257,27.934,446807
769,First Reformed,2018-05-18,[18],7.007,1255,13.194,458737
770,The Strangers: Prey at Night,2018-03-09,"[27, 53]",5.6,1254,24.263,371608
771,Replicas,2019-01-11,"[878, 53, 18]",6.0,1253,24.023,300681
772,The Possession of Hannah Grace,2018-11-30,"[27, 18]",5.6,1248,28.149,434555
773,Free Solo,2018-09-28,"[99, 12]",7.9,1231,16.562,515042
774,Summer of 84,2018-08-10,"[53, 9648, 18, 27]",6.914,1211,16.434,470229
775,Can You Ever Forgive Me?,2018-10-19,"[18, 80, 35]",6.813,1201,16.755,401847
776,The Titan,2018-03-30,"[878, 53]",5.335,1175,16.589,476926
777,Tau,2018-06-29,"[878, 53, 27]",6.166,1173,16.069,411143
778,Forever My Girl,2018-01-26,"[10749, 18, 10402]",7.596,1151,24.465,417261
779,Ibiza,2018-05-25,"[35, 10749]",5.733,1143,15.845,463053
780,Second Act,2018-12-21,"[10749, 35]",6.4,1139,17.576,503616
781,Leave No Trace,2018-06-29,[18],6.777,1137,13.948,443463
782,The Package,2018-08-10,[35],5.948,1135,16.572,503619
783,Bao,2018-06-15,"[16, 10751, 14]",7.576,1130,11.575,514754
784,A-X-L,2018-08-24,"[878, 28, 12, 10751]",6.29,1128,26.532,438590
785,Arctic,2019-02-01,[18],6.48,1126,11.551,453755
786,Disobedience,2018-04-27,"[18, 10749]",6.908,1102,51.246,419743
787,Welcome to Marwen,2018-12-21,"[18, 35]",6.555,1086,15.252,351044
788,Thoroughbreds,2018-03-09,"[18, 53]",6.431,1077,10.072,397722
789,If Beale Street Could Talk,2018-12-14,"[10749, 18]",6.952,1071,12.998,465914
790,Teen Titans Go! To the Movies,2018-07-27,"[16, 28, 35, 878]",7.316,1057,25.049,474395
791,The Professor,2018-05-17,"[35, 18]",6.855,1042,22.412,467956
792,The Wife,2018-08-17,[18],7.072,1028,9.461,340613
793,High Life,2019-04-05,"[878, 18, 9648]",5.76,1022,12.192,376865
794,Mute,2018-02-23,"[878, 9648, 53]",5.595,1014,15.581,401371
795,American Animals,2018-06-01,"[18, 80, 99]",6.762,1006,14.409,489931
796,The Current War,2019-10-25,"[18, 36]",6.693,1004,16.536,418879
797,White Boy Rick,2018-09-14,"[80, 18]",6.336,995,28.727,438808
798,The Holiday Calendar,2018-11-02,"[10749, 35, 10751]",6.636,988,12.201,555850
799,Stan & Ollie,2018-12-28,"[35, 18]",6.977,983,15.162,394741
800,Braven,2018-02-02,"[18, 28, 53]",6.179,969,26.288,459910
801,On the Basis of Sex,2018-12-25,"[18, 36]",7.4,966,16.753,339380
802,The Hurricane Heist,2018-03-09,"[28, 80, 53]",5.67,961,19.864,430040
803,The Happytime Murders,2018-08-24,"[28, 35, 80]",5.729,952,17.197,412988
804,Life of the Party,2018-05-11,[35],6.1,948,18.239,399796
805,Mom and Dad,2018-01-19,"[35, 27]",5.372,940,16.65,401561
806,Operation Finale,2018-08-29,"[18, 36, 53]",6.699,924,14.354,493551
807,The Miseducation of Cameron Post,2018-01-22,[18],6.9,912,19.14,426613
808,Dragged Across Concrete,2019-03-22,"[80, 28, 53]",6.557,900,17.876,438674
809,Hold the Dark,2018-09-22,"[53, 9648, 80]",5.386,900,16.8,395841
810,A Christmas Prince: The Royal Wedding,2018-11-30,"[10749, 35]",6.378,894,9.955,525041
811,"Game Over, Man!",2018-03-23,"[28, 35]",5.468,883,17.84,456750
812,Ben Is Back,2018-12-07,[18],6.651,878,14.44,492452
813,The Little Mermaid,2018-08-17,"[10751, 12, 14, 10749, 18]",5.015,824,24.009,385448
814,Fahrenheit 451,2018-06-18,"[18, 878, 53]",5.423,807,11.952,401905
815,Batman Ninja,2018-03-24,"[16, 28, 878]",5.775,800,16.064,485942
816,Nappily Ever After,2018-09-21,"[35, 10749]",7.185,791,17.284,519035
817,Holmes & Watson,2018-12-25,"[9648, 12, 35, 80]",4.278,790,12.937,426563
818,Assassination Nation,2018-09-21,"[53, 27, 35]",6.3,787,18.708,446101
819,Look Away,2018-10-12,"[27, 53, 14]",6.542,785,22.646,526051
820,Kin,2018-08-31,"[878, 28, 12, 53]",6.2,777,18.273,425505
821,Hell Fest,2018-09-28,"[27, 53]",5.643,764,15.554,429476
822,Prospect,2018-11-02,[878],6.175,761,23.12,506072
823,The Week Of,2018-04-27,[35],5.44,753,14.144,465109
824,Terminal,2018-05-11,"[80, 18, 53]",5.518,751,14.9,385332
825,Book Club,2018-05-18,"[10749, 35, 18]",6.232,748,15.679,502682
826,Early Man,2018-02-16,"[10751, 35, 16, 12]",6.2,744,20.641,387592
827,Dude,2018-04-20,[35],5.514,736,19.005,399131
828,Next Gen,2018-09-07,"[16, 28, 12, 35, 10751, 878]",6.945,723,15.011,523777
829,The Death of Superman,2018-07-24,"[878, 16, 28, 18]",7.415,710,18.883,487670
830,Destination Wedding,2018-08-24,"[10749, 35, 18]",5.773,699,16.812,489929
831,Once Upon a Deadpool,2018-12-11,"[35, 28, 12]",7.1,694,109.684,567604
832,Hot Summer Nights,2017-03-14,"[18, 35, 80]",6.684,691,16.459,347866
833,Gringo,2018-03-09,"[35, 28, 80]",5.883,688,16.896,340022
834,Sherlock Gnomes,2018-03-23,"[16, 10751, 14, 35, 12, 9648]",5.611,677,15.694,370567
835,Swiped,2018-11-06,"[35, 18, 10749]",4.476,676,13.792,535437
836,Irreplaceable You,2018-02-16,"[35, 18, 10749]",6.961,675,17.536,450489
837,The Lie,2020-10-06,"[9648, 53, 27]",6.353,667,17.814,539649
838,Destroyer,2018-12-25,"[53, 80, 18, 28]",5.882,663,14.982,471507
839,Batman: Gotham by Gaslight,2018-01-12,"[53, 28, 16, 878]",6.664,660,17.931,471474
840,Wildlife,2018-10-19,[18],6.658,656,9.443,417812
841,Down a Dark Hall,2018-08-17,"[27, 9648, 53, 14, 18]",5.548,648,16.925,421792
842,Z-O-M-B-I-E-S,2018-02-16,"[10402, 14, 35, 10749, 27, 10770]",7.3,643,27.334,483980
843,Three Identical Strangers,2018-06-29,[99],7.353,642,9.039,489988
844,The Night Comes for Us,2018-09-23,"[28, 80, 53]",6.9,642,18.342,449992
845,"Don't Worry, He Won't Get Far on Foot",2018-07-13,"[35, 18]",6.738,635,15.491,443009
846,The Clovehitch Killer,2018-11-16,"[18, 9648, 80]",6.426,634,17.225,544431
847,Like Father,2018-08-03,"[35, 18]",6.258,634,8.674,518452
848,Bad Samaritan,2018-05-04,"[53, 80, 27]",6.7,629,17.961,467632
849,Suicide Squad: Hell to Pay,2018-03-23,"[878, 28, 16]",7.088,624,21.476,487242
850,Blindspotting,2018-07-20,"[35, 80, 18]",7.369,620,7.964,489930
851,Breaking In,2018-05-13,"[53, 80, 28]",6.0,619,15.365,497814
852,Level 16,2018-09-22,"[878, 53]",6.767,613,23.178,548066
853,Calibre,2018-06-29,"[53, 18]",6.46,606,13.0,474051
854,Little Italy,2018-09-21,"[35, 10749]",6.69,606,16.163,523773
855,The Outsider,2018-03-09,"[80, 18, 9648]",6.199,602,12.758,199928
856,Leprechaun Returns,2018-12-11,"[27, 14, 35]",6.101,586,20.644,518158
857,I Still See You,2018-10-12,"[53, 14]",6.6,581,13.752,448095
858,Believe Me: The Abduction of Lisa McVey,2018-09-30,"[18, 10770]",8.107,580,23.403,550776
859,Gotti,2018-06-15,"[80, 18, 36, 53]",5.309,580,11.393,339103
860,PAW Patrol: Mighty Pups,2018-09-11,"[12, 16, 10751, 28]",7.5,567,24.818,552095
861,Constantine: City of Demons - The Movie,2018-10-04,"[14, 16, 27, 28]",7.71,557,24.155,539517
862,City of Lies,2021-03-19,"[80, 53, 18]",6.373,544,11.45,433501
863,Kursk,2019-06-21,"[18, 36, 53, 28]",6.694,543,69.945,401200
864,They Shall Not Grow Old,2018-12-17,"[99, 36, 10752]",7.763,540,10.873,543580
865,Siberia,2018-07-13,"[80, 10749, 53]",4.715,533,17.202,438689
866,A Prayer Before Dawn,2018-08-10,"[18, 28, 80]",6.748,530,17.743,448776
867,Uncle Drew,2018-06-29,[35],6.728,523,24.487,474335
868,Life Itself,2018-09-21,"[18, 10749]",7.231,521,18.599,446696
869,Beirut,2018-04-11,"[28, 53, 18]",6.283,520,12.527,399248
870,Won't You Be My Neighbor?,2018-06-29,[99],8.001,517,9.605,490003
871,10x10,2018-04-13,"[18, 9648, 53]",5.252,516,15.521,505177
872,The Nightingale,2019-08-02,"[18, 53]",7.095,513,16.861,400090
873,Avengers: Endgame,2019-04-26,"[12, 878, 28]",8.258,24465,135.129,299534
874,Joker,2019-10-04,"[80, 53, 18]",8.2,24093,82.525,475557
875,Captain Marvel,2019-03-08,"[28, 12, 878]",6.83,15053,99.941,299537
876,Spider-Man: Far From Home,2019-07-02,"[28, 12, 878]",7.436,14878,85.996,429617
877,Once Upon a Time… in Hollywood,2019-07-26,"[35, 18, 53]",7.44,12653,50.517,466272
878,1917,2019-12-25,"[10752, 28, 18]",7.992,11707,40.932,530915
879,Knives Out,2019-11-27,"[35, 80, 9648]",7.847,11574,43.191,546554
880,John Wick: Chapter 3 - Parabellum,2019-05-17,"[28, 53, 80]",7.445,10050,72.556,458156
881,Aladdin,2019-05-24,"[12, 14, 10749, 10751]",7.11,9622,35.803,420817
882,The Lion King,2019-07-19,"[12, 18, 10751, 16]",7.117,9544,70.137,420818
883,Star Wars: The Rise of Skywalker,2019-12-20,"[12, 28, 878]",6.345,9333,92.784,181812
884,Toy Story 4,2019-06-21,"[10751, 12, 16, 35, 14]",7.508,9308,66.654,301528
885,Frozen II,2019-11-22,"[10751, 16, 12, 35, 14]",7.261,9306,79.263,330457
886,Shazam!,2019-04-05,"[28, 35, 14]",7.025,9065,44.464,287947
887,Jojo Rabbit,2019-10-18,"[35, 10752, 18]",8.029,9009,29.375,515001
888,Alita: Battle Angel,2019-02-14,"[28, 878, 12]",7.227,8690,53.997,399579
889,It Chapter Two,2019-09-06,[27],6.845,8277,61.649,474350
890,Jumanji: The Next Level,2019-12-13,"[12, 35, 14]",6.913,8159,73.201,512200
891,Glass,2019-01-18,"[53, 18, 878]",6.679,7977,43.139,450465
892,After,2019-04-12,"[10749, 18]",7.134,7973,91.035,537915
893,Ford v Ferrari,2019-11-15,"[18, 28, 36]",8.005,7281,59.121,359724
894,Us,2019-03-22,"[27, 53]",6.973,6970,27.559,458723
895,Fast & Furious Presents: Hobbs & Shaw,2019-08-02,"[28, 12, 35]",6.868,6814,85.264,384018
896,Marriage Story,2019-11-06,[18],7.747,6624,19.139,492188
897,Midsommar,2019-08-30,"[27, 18, 9648]",7.165,6535,47.969,530385
898,Pokémon Detective Pikachu,2019-05-10,"[28, 12, 14]",6.9,6475,40.506,447404
899,The Irishman,2019-11-01,"[80, 18, 36]",7.612,6420,26.111,398978
900,Ad Astra,2019-09-20,"[878, 18]",6.101,6287,16.277,419704
901,Dark Phoenix,2019-06-07,"[14, 878, 28, 12]",5.982,6103,58.56,320288
902,How to Train Your Dragon: The Hidden World,2019-02-22,"[16, 10751, 12]",7.752,6003,80.081,166428
903,Little Women,2019-12-25,"[18, 10749]",7.893,5905,32.403,331482
904,Maleficent: Mistress of Evil,2019-10-18,"[10751, 14, 12, 28]",7.319,5838,46.641,420809
905,Godzilla: King of the Monsters,2019-05-31,"[878, 28]",6.68,5699,103.436,373571
906,Five Feet Apart,2019-03-15,"[10749, 18]",8.274,5366,39.774,527641
907,Zombieland: Double Tap,2019-10-18,"[35, 27]",6.945,5356,50.192,338967
908,Gemini Man,2019-10-11,"[878, 28, 53]",6.307,4860,33.748,453405
909,Terminator: Dark Fate,2019-11-01,"[878, 12, 28]",6.452,4788,56.447,290859
910,Men in Black: International,2019-06-14,"[35, 878, 28]",5.922,4611,38.794,479455
911,El Camino: A Breaking Bad Movie,2019-10-11,"[80, 18, 53]",6.955,4587,25.571,559969
912,The Lighthouse,2019-10-18,"[18, 14, 53]",7.5,4521,30.975,503919
913,6 Underground,2019-12-13,"[28, 35, 53]",6.346,4489,42.059,509967
914,Escape Room,2019-01-04,"[27, 53, 9648]",6.539,4428,21.635,522681
915,Uncut Gems,2019-12-13,"[18, 53, 80]",7.147,4421,28.639,473033
916,Rocketman,2019-05-31,"[10402, 18]",7.325,4401,18.011,504608
917,Murder Mystery,2019-06-14,"[28, 35, 9648]",6.279,4220,37.936,514999
918,Dumbo,2019-03-29,"[10751, 14, 12]",6.629,4164,32.251,329996
919,Doctor Sleep,2019-11-08,"[27, 53]",7.154,4116,22.263,501170
920,Ready or Not,2019-08-21,"[35, 27, 53]",7.061,4058,36.114,567609
921,Klaus,2019-11-08,"[16, 10751, 12, 35, 14]",8.25,3791,27.946,508965
922,Rambo: Last Blood,2019-09-20,"[28, 53, 18]",6.523,3648,91.979,522938
923,Isn't It Romantic,2019-02-13,"[35, 14, 10749]",6.218,3384,28.451,449563
924,Jarhead: Law of Return,2019-10-01,[10752],6.536,3325,23.344,635744
925,Annabelle Comes Home,2019-06-26,[27],6.418,3304,52.374,521029
926,Angel Has Fallen,2019-08-23,"[28, 53]",6.576,3276,34.378,423204
927,Happy Death Day 2U,2019-02-13,"[35, 27, 878]",6.3,3212,21.649,512196
928,Hellboy,2019-04-12,"[14, 27, 28, 12]",5.551,3205,41.566,456740
929,"Extremely Wicked, Shockingly Evil and Vile",2019-05-03,"[18, 80]",7.022,3193,21.26,457799
930,The Perfect Date,2019-04-12,"[10749, 35]",6.46,3168,17.31,543540
931,Pet Sematary,2019-04-05,"[27, 53]",5.735,3055,25.819,157433
932,The King,2019-10-11,"[18, 36, 10752]",7.158,3021,28.58,504949
933,Triple Frontier,2019-03-06,"[28, 53, 80, 12]",6.302,3020,36.481,399361
934,Crawl,2019-07-12,"[53, 27, 28]",6.319,2937,32.351,511987
935,Brightburn,2019-05-24,"[27, 878, 53, 9648]",6.116,2936,52.849,531309
936,The Secret Life of Pets 2,2019-06-07,"[12, 16, 35, 10751]",6.961,2858,48.201,412117
937,Bombshell,2019-12-13,[18],6.802,2827,18.077,525661
938,Charlie's Angels,2019-11-15,"[28, 12, 35]",6.5,2815,36.304,458897
939,Hustlers,2019-09-13,"[18, 35, 80]",6.482,2805,26.536,540901
940,The Two Popes,2019-11-27,"[18, 35, 36]",7.503,2720,14.012,551332
941,Spies in Disguise,2019-12-25,"[16, 28, 12, 35, 10751]",7.613,2644,32.463,431693
942,Long Shot,2019-05-03,"[35, 10749]",6.737,2522,21.441,459992
943,Scary Stories to Tell in the Dark,2019-08-09,"[27, 53]",6.501,2498,26.033,417384
944,Anna,2019-06-21,"[53, 28]",6.689,2485,45.3,484641
945,Booksmart,2019-05-24,[35],7.045,2467,19.02,505600
946,Cold Pursuit,2019-02-08,"[35, 28, 80, 53]",5.799,2438,36.851,438650
947,I Am Mother,2019-01-25,"[878, 53]",6.687,2400,17.736,505948
948,The Hustle,2019-05-10,"[35, 80]",6.2,2382,23.837,449562
949,The Dead Don't Die,2019-06-14,"[35, 27]",5.428,2369,13.633,535581
950,Richard Jewell,2019-12-13,[18],7.428,2350,22.545,292011
951,Fractured,2019-09-22,[53],6.715,2333,21.477,568091
952,Midway,2019-11-08,"[28, 18, 10752, 36]",7.151,2321,32.189,522162
953,The Curse of La Llorona,2019-04-19,[27],5.7,2287,38.699,480414
954,Last Christmas,2019-11-08,"[35, 10749]",7.248,2241,17.755,549053
955,The Addams Family,2019-10-11,"[10751, 16, 35, 14]",6.62,2186,36.528,481084
956,A Rainy Day in New York,2020-10-09,"[35, 10749]",6.503,2132,1.584,475303
957,Just Mercy,2019-12-25,"[18, 80, 36]",7.895,2102,19.025,522212
958,Ma,2019-05-31,"[27, 53]",5.825,2089,18.603,502416
959,Polar,2019-01-25,"[28, 80, 18]",6.276,2078,37.993,483906
960,In the Tall Grass,2019-09-20,"[27, 18, 53]",5.532,2066,20.71,523139
961,The Lego Movie 2: The Second Part,2019-02-08,"[28, 12, 16, 35, 10751]",6.679,2036,23.526,280217
962,Countdown,2019-10-25,"[27, 53]",6.266,1984,24.093,599975
963,Dark Waters,2019-11-22,"[18, 53]",7.526,1948,18.708,552178
964,Abominable,2019-09-27,"[10751, 16, 12, 35]",7.494,1932,33.193,431580
965,Togo,2019-12-20,"[12, 10751]",8.163,1902,20.317,606856
966,The Highwaymen,2019-03-15,"[80, 18, 53]",6.743,1896,25.249,500682
967,21 Bridges,2019-11-22,"[80, 28, 18]",6.767,1831,32.368,535292
968,Velvet Buzzsaw,2019-02-01,"[53, 9648, 27]",5.359,1815,15.82,463684
969,Tall Girl,2019-09-13,"[35, 18, 10749]",6.339,1810,21.286,625450
970,Child's Play,2019-06-21,"[27, 53]",6.0,1804,16.839,533642
971,Good Boys,2019-08-16,[35],6.856,1741,26.147,521777
972,Dora and the Lost City of Gold,2019-08-09,"[12, 35, 10751, 14]",6.654,1616,32.416,499701
973,Shaft,2019-06-14,"[28, 80]",6.551,1615,21.553,486131
974,Fighting with My Family,2019-02-14,[35],6.9,1598,20.207,445629
975,The Angry Birds Movie 2,2019-08-14,"[16, 35, 12, 10751]",7.097,1563,41.573,454640
976,A Beautiful Day in the Neighborhood,2019-11-22,"[18, 36]",6.988,1498,21.296,501907
977,Lady and the Tramp,2019-11-12,"[10751, 10749, 35]",7.22,1487,17.545,512895
978,Serenity,2019-01-25,"[53, 9648, 18]",5.446,1453,19.722,452832
979,The Silence,2019-04-10,"[27, 18, 53, 14]",6.023,1443,23.21,527261
980,Hotel Mumbai,2019-03-22,"[53, 36, 18, 28]",7.546,1418,19.926,416144
981,Descendants 3,2019-08-02,"[10751, 10770, 12, 14]",7.731,1406,44.22,506574
982,A Dog's Journey,2019-05-17,"[10751, 12, 18]",8.051,1401,33.592,522518
983,The Art of Racing in the Rain,2019-08-09,"[18, 10749]",8.21,1378,28.402,522924
984,Motherless Brooklyn,2019-11-01,"[18, 53]",6.708,1365,17.593,504562
985,What Men Want,2019-02-08,"[35, 10749]",6.189,1362,21.93,487297
986,The Last Summer,2019-05-03,"[10749, 35]",6.001,1341,12.646,502292
987,I See You,2019-03-11,"[27, 53]",7.04,1340,25.718,524251
988,Color Out of Space,2020-01-24,"[27, 878, 9648, 53]",6.028,1335,18.114,548473
989,Eli,2019-10-18,[27],6.016,1326,16.406,483202
990,Tolkien,2019-05-10,"[10752, 18, 10749]",6.967,1326,15.0,468224
991,The Farewell,2019-07-12,"[35, 18]",7.429,1319,12.2,565310
992,47 Meters Down: Uncaged,2019-08-16,"[27, 18, 12]",5.7,1315,20.417,480105
993,In the Shadow of the Moon,2019-09-28,"[878, 53]",6.155,1312,17.768,530382
994,IO,2019-01-18,[878],4.923,1300,16.896,433249
995,Always Be My Maybe,2019-05-31,"[10749, 35]",6.6,1272,14.408,513576
996,The Peanut Butter Falcon,2019-08-09,"[12, 35, 18]",7.398,1260,17.198,463257
997,Greta,2019-03-01,"[9648, 53]",6.584,1236,19.897,471506
998,Stuber,2019-07-12,"[28, 35]",6.6,1200,17.999,513045
999,The Upside,2019-01-11,"[35, 18]",7.145,1195,32.418,440472
1000,The Dirt,2019-03-22,"[18, 10402, 36, 35]",7.478,1157,17.939,327331
1001,The Laundromat,2019-09-27,"[18, 80, 35]",6.003,1144,12.132,517909
1002,The Grudge,2020-01-03,"[27, 9648]",5.455,1127,21.373,465086
1003,Someone Great,2019-04-19,"[35, 10749]",6.373,1126,18.253,515248
1004,Jexi,2019-10-11,[35],6.838,1121,20.924,620725
1005,Let It Snow,2019-11-08,"[10749, 35]",6.082,1115,15.679,295151
1006,Falling Inn Love,2019-08-29,"[10749, 35]",6.524,1104,13.857,623195
1007,Haunt,2019-09-13,"[27, 53]",6.69,1098,18.434,517116
1008,The Professor and the Madman,2019-05-10,"[36, 18, 9648, 53]",7.157,1099,17.471,411728
1009,Dolemite Is My Name,2019-10-04,"[18, 35, 36]",7.0,1096,13.665,528888
